Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0BVITx3X3UC2nKIG4MlvLT,"Fernweh","Fernweh","Daigo Hanada",2019-03-08,198000,30,false,sjengelbretson2005,2021-08-08T13:17:00Z,"neoclassical","Moderna Records",0.194,0.0276,8,-31.939,0,0.0604,0.995,0.903,0.112,0.128,195.752,5
spotify:track:05RfpPTgjYosszbrhtpVLO,"DAYDREAMING","HAVE A SNACK","DAISY",2018-08-17,366671,32,false,sjengelbretson2005,2021-08-08T13:27:46Z,"","DAISY",0.396,0.708,1,-7.261,0,0.0839,0.175,0.00004,0.343,0.337,122.893,4
spotify:track:4nuCezx8hcsO5dXrz79rMy,"Plant-Sitting This Weekend","Plant-Sitting This Weekend","Grey Dugan",2020-05-27,202000,0,false,sjengelbretson2005,2021-08-08T13:28:18Z,"","Grey Dugan Music",0.622,0.537,5,-9.81,0,0.0321,0.334,0,0.0973,0.394,91.149,4
spotify:track:0AbBDwYc7ID6M4OZ68EpUj,"Plastic Flowers","Plastic Flowers","Idlework.",2020-12-02,208875,36,false,sjengelbretson2005,2021-08-08T13:33:29Z,"","Idlework Records",0.576,0.449,4,-11.256,1,0.0354,0.651,0.0029,0.11,0.49,79.998,4
spotify:track:5QdalXJNUevxn1jWtaL3Tc,"Vampire Chick","Vampire Chick","Shawlin Supreme & the Kick Back Boys",2019-04-26,260200,0,false,sjengelbretson2005,2021-08-08T13:34:48Z,"","Kidney Heist Records",0.667,0.444,0,-10.149,1,0.0661,0.25,0.0000203,0.111,0.496,101.917,4
spotify:track:5JKnYZOhSP7rOK0jPYcCjV,"t r a n s p a r e n t s o u l feat. Travis Barker","lately I feel EVERYTHING","WILLOW;Travis Barker",2021-07-16,168398,64,true,sjengelbretson2005,2021-08-08T21:25:00Z,"rap rock","MSFTSMusic / Roc Nation Records, LLC",0.374,0.83,11,-5.203,0,0.0584,0.00213,0,0.15,0.204,90.19,4
spotify:track:6Grbm8wC1dfrUxip7x3sC7,"Gaslight feat. Travis Barker","lately I feel EVERYTHING","WILLOW;Travis Barker",2021-07-16,109474,43,true,sjengelbretson2005,2021-08-08T21:28:52Z,"rap rock","MSFTSMusic / Roc Nation Records, LLC",0.349,0.911,5,-4.724,0,0.0611,0.00164,0,0.366,0.779,185.014,4
spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,"It Was A Good Day","The Predator","Ice Cube",1992-11-17,260000,80,true,sjengelbretson2005,2021-08-30T11:38:11Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Priority Records",0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,4
spotify:track:2Ih217RCGAmyQR68Nn7Cqo,"You Know How We Do It","Lethal Injection","Ice Cube",1993-12-07,232773,78,true,sjengelbretson2005,2021-08-30T11:38:24Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Priority Records",0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,4
spotify:track:6M3lqzrkzSKrBehkeAxTXc,"Ghetto Bird - Remastered","Lethal Injection","Ice Cube",1993-12-07,231000,59,true,sjengelbretson2005,2021-08-30T11:39:40Z,"old school hip hop,gangster rap,west coast hip hop,g-funk,hip hop","Priority Records",0.764,0.803,10,-8.697,0,0.164,0.00246,0.0184,0.386,0.423,92.063,4
