Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2aReOPqi6NjhJ8zxa0Mi2D,"Sharpener","Sharpener","Cavetown",2020-10-16,237641,49,false,sjengelbretson2005,2021-10-05T18:52:07Z,"bedroom pop","Sire",0.671,0.405,5,-10.811,1,0.0342,0.676,0.00053,0.122,0.272,105.971,4
spotify:track:0vjnLqEwVxEyFhaS9MVVoe,"Song for a Guilty Sadist","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,143453,34,false,sjengelbretson2005,2021-10-05T19:05:13Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.501,0.36,7,-15.359,1,0.1,0.904,0.00000376,0.118,0.411,152.286,4
spotify:track:18XFoDvMDBqpnkHdE9vQOv,"Great Heights","Great Heights","Bears In Trees",2021-09-17,172000,12,false,sjengelbretson2005,2021-10-05T19:09:09Z,"","Counter Intuitive Records",0.564,0.519,7,-9.883,1,0.207,0.0452,0.00000143,0.141,0.505,171.938,4
spotify:track:5d4CvyG5hSYTC2WNzU1Wpc,"On My Mind by Kylie V by Crywank","Just Popping in to Say Hi","Crywank",2021-09-17,200406,18,false,sjengelbretson2005,2021-10-05T19:09:12Z,"anti-folk,midwest emo,folk punk","Crywank",0.601,0.398,7,-11.758,1,0.0291,0.713,0.0568,0.109,0.238,128.12,4
spotify:track:6FUiMG8E8wSz40s9ew08Yj,"Banks","A Constant State of Ohio","Lincoln",2017-01-27,259071,0,false,sjengelbretson2005,2021-10-05T19:16:59Z,"midwest emo","I Surrender Records",0.584,0.745,0,-4.215,1,0.0682,0.121,0,0.151,0.276,128.995,4
spotify:track:0YMDoTktezKXsopFXJ9cWv,"Hot Faced","More Brilliant Is the Hand That Throws the Coin","Margaux",2019-11-15,225213,0,false,sjengelbretson2005,2021-10-06T19:11:48Z,"","Massif Records",0.43,0.47,4,-6.721,1,0.0355,0.549,0.00392,0.102,0.365,184.441,5
spotify:track:2vKVKbfsBdW5oKbE3uip84,"I Wanna Be Your Mantra","Smoking","Tino Drima",2016-07-11,243095,37,false,sjengelbretson2005,2021-10-06T19:13:04Z,"","621228 Records DK",0.537,0.686,4,-7.512,1,0.037,0.122,0.00014,0.182,0.677,122.001,4
spotify:track:2hLvI5OejXmgmwLyrDbPVT,"U Got Me","I UR BOY","Yung Heazy",2020-04-20,240903,16,false,sjengelbretson2005,2021-10-07T11:42:35Z,"bedroom pop","Unbelievably Spectacular Records",0.615,0.744,4,-3.993,1,0.0741,0.136,0.00000333,0.0839,0.683,121.828,4
spotify:track:6DMNbtZu4vXmYJATA9TmZi,"Full of Empty","Party Mode","The Black Square",2018-12-29,231307,22,false,sjengelbretson2005,2021-10-11T01:21:10Z,"","909061 Records DK",0.487,0.325,9,-13.662,1,0.0287,0.858,0.0358,0.39,0.308,129.975,4
spotify:track:5tVTBf0G18WGoqwDAmX8ce,"Dancing Through The Telephone","What Took You So Long","The Axidents",2021-03-04,239695,35,false,sjengelbretson2005,2021-10-11T01:22:24Z,"","660623 Records DK",0.396,0.787,0,-7.001,1,0.043,0.00208,0.000345,0.318,0.587,104.553,4
spotify:track:37a8EdVw7VpAlRG4oASxIm,"Out of Touch - Radio Edit","One World","Uniting Nations",2011-04-12,171746,52,false,sjengelbretson2005,2021-10-25T04:07:39Z,"","Gut Records",0.71,0.963,11,-4.787,0,0.0277,0.00859,0.0133,0.218,0.968,129.965,4
spotify:track:6urCAbunOQI4bLhmGpX7iS,"Don't Speak","Tragic Kingdom","No Doubt",1995-10-10,263560,82,false,sjengelbretson2005,2021-10-26T11:56:06Z,"","Trauma",0.52,0.709,5,-7.125,0,0.0352,0.247,0.0000178,0.18,0.536,76.039,4
spotify:track:5tFMuAw6X2R4NLx97g7n9q,"Primadonna","Electra Heart (Deluxe)","MARINA",2012-04-27,221075,50,false,sjengelbretson2005,2021-10-27T11:42:06Z,"","Elektra (NEK)",0.66,0.689,4,-2.671,0,0.0337,0.0884,0,0.0922,0.427,127.98,4
spotify:track:7Hqig8kp32q2Ire3ECQvWM,"Paparazzi","The Fame","Lady Gaga",2008-01-01,208306,75,true,sjengelbretson2005,2021-10-27T11:44:50Z,"art pop,pop","Interscope",0.762,0.692,5,-3.973,0,0.0437,0.112,0,0.094,0.397,114.903,4
spotify:track:2qLSXZuIHMsKydCEFDchc3,"Bang Bang Bang Bang","Ribbed Music For The Numb Generation","Sohodolls",2007-09-24,181640,67,false,sjengelbretson2005,2021-10-27T11:58:18Z,"","A&G Productions",0.729,0.581,10,-7.091,0,0.0304,0.531,0.00000109,0.102,0.352,93.997,4
spotify:track:1fSYMWd6g0podYjeEAJDbd,"Mustang","Everyone Is Good At Something","Skegss",2016-07-15,183673,41,true,sjengelbretson2005,2021-10-30T17:42:56Z,"surf rock","Loma Vista Recordings",0.435,0.898,2,-6.396,1,0.0598,0.00717,0,0.355,0.806,149.167,4
