Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2rCXbxnSY0R0O8tBXGY11r,"I Need Someone","I Need Someone","asking for a friend;Lostboycrow;DYSN",2020-04-17,184494,0,false,sjengelbretson2005,2020-12-02T16:45:44Z,"bedroom pop","asking for a friend",0.396,0.209,7,-10.857,1,0.0482,0.828,0,0.187,0.2,174.528,3
spotify:track:4Kpt4pk9xgOlIgu9qvUrxC,"walk but in a garden (with mxmtoon)","walk but in a garden","LLusion;mxmtoon",2020-06-18,112500,35,false,sjengelbretson2005,2020-12-03T01:41:00Z,"bedroom pop,indie pop","Republic Records",0.747,0.506,6,-5.009,1,0.146,0.774,0.0245,0.162,0.6,79.913,3
spotify:track:4EVhNorLaPpRpVezpggqjL,"show and tell","dusk","mxmtoon",2020-10-01,248640,0,false,sjengelbretson2005,2020-12-03T01:44:12Z,"bedroom pop,indie pop","mxmtoon",0.576,0.285,9,-10.991,1,0.083,0.953,0.000451,0.0922,0.383,74.344,4
spotify:track:40riOy7x9W7GXjyGp4pjAv,"Hotel California - 2013 Remaster","Hotel California (2013 Remaster)","Eagles",1976-12-08,391376,86,false,sjengelbretson2005,2020-12-04T06:10:13Z,"classic rock,yacht rock,soft rock","Rhino/Elektra",0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
spotify:track:49OMJ1prsRA7ZYgrAjz70c,"More Than A Woman","Greatest","Bee Gees",1979-01-01,197213,78,false,sjengelbretson2005,2020-12-04T06:11:08Z,"disco","Bee Gees Catalog",0.632,0.683,7,-6.434,1,0.0385,0.163,0.00013,0.847,0.701,105.959,4
spotify:track:0LzrhCZFXW94Y8nwtTuRlw,"Hollaback Girl","Love. Angel. Music. Baby. (Deluxe Version)","Gwen Stefani",2004-11-12,199853,73,true,sjengelbretson2005,2020-12-04T06:15:24Z,"","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
spotify:track:7KJXiuMXQu723ODChoxENp,"Greek God","Sunset Season","Conan Gray",2018-11-16,236746,57,false,sjengelbretson2005,2020-12-05T04:54:13Z,"","Republic Records",0.572,0.82,6,-6.4,0,0.0764,0.157,0.00000721,0.109,0.144,139.003,4
spotify:track:0vf2eBw2inhl8y61cYQMv2,"Devil Town","Cavetown","Cavetown",2015-11-09,179955,71,false,sjengelbretson2005,2020-12-05T04:54:18Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,4
spotify:track:7w28i7E0YpljZcVFf7JEM0,"888","Lemon Boy","Cavetown",2018-01-01,215429,44,false,sjengelbretson2005,2020-12-05T04:54:31Z,"bedroom pop","Oat Milk Industries and Many Hats Endeavors",0.377,0.323,3,-12.249,1,0.0422,0.845,0.00000314,0.0688,0.249,176.395,3
spotify:track:35z474FlwP73zQkK4KtsYv,"Sophie","Look Up","The Altogether",2018-01-22,247420,34,false,sjengelbretson2005,2020-12-05T04:57:00Z,"","Fries Guys Records",0.645,0.345,10,-10.861,1,0.0276,0.769,0.0047,0.101,0.296,89.438,4
spotify:track:1yjY7rpaAQvKwpdUliHx0d,"Still into You","Paramore","Paramore",2013-04-05,216013,83,false,sjengelbretson2005,2020-12-06T04:12:14Z,"pop punk,emo","Fueled By Ramen",0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,4
