Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6HBP0KduiD4pPQNvU34VNw,"Woke Up (feat. Olivia Olson & Zuzu)","Adventure Time: Distant Lands - Obsidian (Original Soundtrack)","Adventure Time;Olivia Olson;Zuzu",2020-11-20,141034,0,false,sjengelbretson2005,2021-02-03T22:19:29Z,"","Cartoon Network / WaterTower Music",0.598,0.538,7,-13.645,0,0.0576,0.454,0,0.0801,0.539,159.775,4
spotify:track:7ABWRukVQcXrIrDKDx5Gek,"Only Ones Who Know","Favourite Worst Nightmare (Standard Version)","Arctic Monkeys",2007-04-24,181480,63,false,sjengelbretson2005,2021-02-03T22:27:02Z,"indie,garage rock","Domino/Warner Records",0.257,0.409,7,-10.828,0,0.0363,0.899,0.00293,0.109,0.0794,145.759,5
spotify:track:3ypXE4brttsQR3OLLZbLZB,"Baby Came Home","I'm Sorry...","The Neighbourhood",2012-08-07,226893,48,false,sjengelbretson2005,2021-02-03T22:27:11Z,"","the [r]evolve group",0.639,0.571,0,-5.766,1,0.0284,0.0127,0.00283,0.0963,0.273,113.037,4
spotify:track:14g719b4V34B2m1zEpjOAj,"Give Up","Don't Forget Who You Are (Deluxe)","Miles Kane",2013-06-03,165120,26,false,sjengelbretson2005,2021-02-04T04:12:07Z,"baroque pop","Columbia",0.401,0.955,10,-2.254,0,0.0511,0.00104,0,0.312,0.497,96.038,4
spotify:track:6gpSU2C1VJq0xaVIGtQPVi,"Francis Forever","Bury Me At Makeout Creek","Mitski",2014-11-11,149680,0,false,sjengelbretson2005,2021-02-04T04:14:09Z,"","Dead Oceans",0.535,0.448,2,-9.167,1,0.0279,0.00262,0.0000194,0.115,0.32,101.984,4
spotify:track:5tfZ1uYrArdbDqiZ7z1aCE,"Space Girl","Space Girl","Frances Forever",2020-03-27,231428,0,false,sjengelbretson2005,2021-02-04T04:26:32Z,"bedroom pop","Frances Forever",0.67,0.398,9,-9.14,1,0.0306,0.319,0.000113,0.38,0.219,125.983,4
spotify:track:2lffRiAET2Xt6BNb4EmkS2,"80's Comedown Machine","Comedown Machine","The Strokes",2013-03-25,298613,57,false,sjengelbretson2005,2021-02-04T04:32:18Z,"garage rock,indie rock,alternative rock","RCA Records Label",0.488,0.503,0,-8.89,1,0.0326,0.00583,0.809,0.101,0.38,144.035,4
spotify:track:2p975L9RyQFC95S1cJimnk,"Marceline The Vampire","Marceline The Vampire","Steppes",2018-08-31,175126,37,false,sjengelbretson2005,2021-02-04T04:34:02Z,"","Independent",0.518,0.872,2,-4.413,1,0.039,0.00216,0.00552,0.152,0.578,127.914,4
spotify:track:36SBaRd8YYFrTrHpbK57iv,"Friends","Bruvs","Bruvs",2016-08-05,196052,0,true,sjengelbretson2005,2021-02-04T04:39:39Z,"","Bruvs",0.214,0.859,0,-9.077,1,0.0688,0.0000255,0.0538,0.295,0.253,160.008,4
spotify:track:4Y81oiY3F364g1EmDlvt4H,"Real","Real","Buddha Trixie",2016-11-23,264532,24,false,sjengelbretson2005,2021-02-04T13:13:44Z,"","Buddha Trixie",0.23,0.788,3,-2.99,1,0.0441,0.174,0.0764,0.105,0.435,139.204,4
spotify:track:3WQXhOtYyHYiNbzcntjSGV,"Worship Me","Real","Buddha Trixie",2016-11-23,286826,23,false,sjengelbretson2005,2021-02-04T13:18:24Z,"","Buddha Trixie",0.365,0.826,5,-3.956,1,0.0581,0.186,0,0.144,0.368,115.182,4
spotify:track:7o9uu2GDtVDr9nsR7ZRN73,"Time After Time","She's So Unusual","Cyndi Lauper",1983-10-14,245529,81,false,sjengelbretson2005,2021-02-09T01:22:08Z,"","Portrait",0.726,0.449,0,-9.206,1,0.0286,0.487,0.00000134,0.0824,0.294,130.388,4
spotify:track:3qmTLHVjteYwzS9fEygSzA,"Spiderhead","Melophobia","Cage The Elephant",2013-10-04,222822,0,false,sjengelbretson2005,2021-02-23T05:39:09Z,"","EMI",0.538,0.948,2,-0.767,1,0.0469,0.00656,0.0000128,0.124,0.531,117.975,4
spotify:track:4oaU0fMSg3n9kqOwmLPVhH,"Partners in Crime (feat. Ash Costello)","Cinematics (Expanded Edition)","Set It Off;Ash Costello",2013-06-25,211026,71,false,sjengelbretson2005,2021-02-23T05:39:32Z,"","Equal Vision Records",0.376,0.939,1,-3.437,1,0.0572,0.00704,0,0.116,0.815,190.109,4
spotify:track:4tXzPOr4UaBoA7k7pnpJI1,"My Kind Of Woman","2","Mac DeMarco",2013-08-09,190848,0,false,sjengelbretson2005,2021-02-23T05:39:55Z,"indie,lo-fi indie","Spunk",0.5,0.774,9,-7.062,1,0.0279,0.00331,0.62,0.185,0.453,91.769,4
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,"Why'd You Only Call Me When You're High?","AM","Arctic Monkeys",2013-01-01,161123,0,false,sjengelbretson2005,2021-02-23T05:40:20Z,"indie,garage rock","EMI Recorded Music Australia Pty Ltd",0.691,0.631,2,-6.478,1,0.0368,0.0483,0.0000113,0.104,0.8,92.004,4
spotify:track:1sEzuZNasuG8s1OOHwYfN2,"Gutter Girl","Neapolitan","Hot Flash Heat Wave",2015-09-11,224714,0,false,sjengelbretson2005,2021-02-23T05:41:36Z,"surf rock","Hot Flash Heat Wave",0.519,0.809,1,-6.074,1,0.0646,0.182,0.51,0.0951,0.284,111.986,3
spotify:track:72vsd9IEBIonmvIY7TEjXK,"I'll Sleep When I'm Dead","Cinematics (Deluxe)","Set It Off",2012-09-18,204053,57,false,sjengelbretson2005,2021-02-23T05:43:18Z,"","Equal Vision Records",0.402,0.924,1,-3.867,0,0.159,0.00106,0,0.0786,0.445,169.996,4
spotify:track:3rq5w4bQGigXOfdN30ATJt,"Do I Wanna Know?","AM","Arctic Monkeys",2013-01-01,272394,1,false,sjengelbretson2005,2021-02-23T05:44:58Z,"indie,garage rock","EMI Recorded Music Australia Pty Ltd",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
