Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0oeEqyEAavgPfFxDYvjAP6,"Dissolved Girl","Mezzanine","Massive Attack;Sarah Jay Hawley",1998-01-01,366893,62,false,sjengelbretson2005,2025-12-21T19:20:23Z,"trip hop,downtempo","Circa",0.646,0.602,5,-11.316,0,0.0281,0.0351,0.819,0.0635,0.662,131.994,4
spotify:track:0ON6N75bFQXfiJM4wZIJbD,"Seismic","Gongjoong Doduk","Mid-Air Thief",2015-02-09,211694,32,false,sjengelbretson2005,2025-12-21T19:26:42Z,"neo-psychedelic","Mid-Air Thief",0.572,0.761,4,-7.108,1,0.0369,0.706,0.431,0.298,0.283,118.984,4
spotify:track:45wQMjx2cOUmNqxtYQ8SvZ,"I Don't Know - Nightcore","I Don't Know - Nightcore","Flawless Diamond",2025-10-24,124724,43,false,sjengelbretson2005,2025-12-24T00:52:14Z,"","Flawless Diamond",0.725,0.845,2,-13.012,1,0.0629,0.396,0.264,0.263,0.889,155.591,4
spotify:track:2ThmEM6C0pq6bwKtDz8BBM,"I got to give it up","Different dreams","Masterboy",2006-02-06,362440,48,false,sjengelbretson2005,2025-12-24T07:25:07Z,"eurodance,europop","Klubbstyle Rec.",0.594,0.884,9,-8.125,0,0.0328,0.000264,0.0199,0.119,0.788,134.005,4
spotify:track:4VxTzYm00mg82MuoT35Ja7,"CHANEL","CHANEL","Tyla",2025-10-24,188059,92,true,sjengelbretson2005,2025-12-24T07:25:07Z,"afrobeats","Epic",0.861,0.77,11,-4.977,0,0.0529,0.133,0,0.446,0.883,114.958,4
spotify:track:4DqvBjxQmz6SfbQv9WVFMe,"with u","with u","2006WR",2025-04-03,136974,54,false,sjengelbretson2005,2025-12-24T07:25:07Z,"hyperpop","Peter & Fish Inc.",0.442,0.484,6,-7.897,1,0.118,0.0178,0.0149,0.207,0.149,145.109,4
spotify:track:4pjSe7n2609YnMWnrJ3OVJ,"Left For Good","Left For Good","Bad Omens",2025-11-18,233737,73,true,sjengelbretson2005,2025-12-24T07:25:07Z,"metalcore","Sumerian Records",0.453,0.89,9,-4.342,0,0.147,0.00105,0.000168,0.2,0.413,170.071,4
spotify:track:4OqkZC8lvPnVayma2QvRBW,"Berserk","Berserk","S3RL;Iceman",2018-06-06,162461,40,false,sjengelbretson2005,2025-12-24T07:25:07Z,"happy hardcore,nightcore,hyperpop","Emfa Music",0.53,0.993,9,-1.926,1,0.419,0.000142,0.222,0.0712,0.201,97.53,3
spotify:track:5dpo5JIcLRrMbaSgTwjCl7,"Damascus (feat. Omar Souleyman and Yasiin Bey)","Damascus (feat. Omar Souleyman and Yasiin Bey)","Gorillaz;Omar Souleyman;Yasiin Bey",2025-12-12,244149,66,false,sjengelbretson2005,2025-12-24T07:25:07Z,"","Kong",0.686,0.89,5,-4.906,1,0.0656,0.0699,0,0.0529,0.238,118.007,4
spotify:track:3biROlnJtlSSTxMzKwvsJo,"WORMNET","WORMNET","MaNDRAa",2024-06-25,140024,34,false,sjengelbretson2005,2025-12-24T07:25:07Z,"","7305302 Records DK",0.65,0.992,1,-0.899,1,0.462,0.00357,0.466,0.239,0.213,150.023,4
