Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1auX4gkGe7hbrOH0BXdpV4,"Firestarter","The Fat of the Land","The Prodigy",1997-06-30,279800,54,false,sjengelbretson2005,2025-02-13T15:18:06Z,"big beat,breakbeat,hardcore techno","XL Recordings",0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,4
spotify:track:70yrA4MULoEVLT8GpSoL2A,"NBPQ (Topless)","Natural Brown Prom Queen","Sudan Archives",2022-09-09,228173,33,true,sjengelbretson2005,2025-02-14T16:09:00Z,"alternative r&b,indie soul","Stones Throw Records",0.516,0.827,0,-6.085,1,0.115,0.0569,0.000883,0.103,0.45,128.461,4
spotify:track:0KLm7cjKriGkqI0ApLlzNb,"Bekhauf (feat. BABYMETAL)","Bekhauf (feat. BABYMETAL)","Bloodywood;BABYMETAL",2024-12-06,228364,47,true,sjengelbretson2005,2025-02-14T16:37:47Z,"folk metal,metal,j-rock","Fearless Records",0.344,0.971,5,-3.511,0,0.29,0.000246,0.0000373,0.0988,0.199,179.967,4
spotify:track:0L9BvHNTJF9yaN77P3z1PC,"Dana-Dan","Rakshak","Bloodywood",2022-02-18,294374,48,true,sjengelbretson2005,2025-02-14T16:43:44Z,"folk metal,metal","Bloodywood Media Private Limited",0.317,0.993,9,-3.662,1,0.335,0.0342,0.00001,0.164,0.1,160.126,4
spotify:track:2ZFu40Ik8VsUE9H87W0MmZ,"KLK","KiCk i","Arca;ROSALÍA",2020-06-26,227401,53,false,sjengelbretson2005,2025-02-14T16:47:28Z,"neoperreo,experimental,art pop,hyperpop,latin","XL Recordings",0.798,0.873,10,-6.732,0,0.0908,0.064,0.0000517,0.764,0.846,98.017,4
spotify:track:0iget4icTqUya9wtpvCTF2,"Surfacing","Slipknot (10th Anniversary Edition)","Slipknot",2009-09-09,218093,55,true,sjengelbretson2005,2025-02-14T16:47:28Z,"nu metal,metal,alternative metal,rap metal,heavy metal","Roadrunner Records",0.443,0.993,11,-4.517,0,0.101,0.000456,0.0437,0.307,0.276,106.875,4
spotify:track:3lvMZTPh9snQKo4OiP13CU,"Stoopid","Get Some","Snot",1997-01-01,232426,58,false,sjengelbretson2005,2025-02-14T16:47:28Z,"nu metal,rap metal,alternative metal,funk rock","Geffen",0.496,0.857,1,-4.515,1,0.0849,0.00185,0.000597,0.117,0.656,171.795,4
spotify:track:3nAsu5VnnAClI8l5PIiSni,"BEAUTIFUL TARGET","It B1A4","B1A4",2011-09-16,197537,0,false,sjengelbretson2005,2025-02-14T16:47:28Z,"k-pop","WM Entertainment",0.739,0.933,8,-3.389,1,0.0339,0.103,0,0.435,0.613,129.989,4
spotify:track:6NpNPkpJIWMwm1cOZuOq44,"Bird","Jeongnyeon: The Star is Born, Pt. 1 : Bird (Original Soundtrack)","LEENALCHI",2024-10-13,180120,30,false,sjengelbretson2005,2025-02-14T16:47:28Z,"","Genie Music Corporation",0.873,0.628,5,-6.626,0,0.177,0.645,0.000044,0.292,0.893,124.912,4
spotify:track:5ZLUm9eab8y3tqQ1OhQSHI,"Abracadabra","Abracadabra","Lady Gaga",2025-02-03,223398,80,false,sjengelbretson2005,2025-02-14T16:47:28Z,"art pop,pop","Interscope Records",0.68,0.909,10,-3.487,0,0.0624,0.0121,0,0.222,0.633,126.004,4
spotify:track:26nkboSGZauLZQJo2Ni1vA,"ベサメ・ムーチョ","Romance Latino vol.3 -Cuba Caliente Y Su Ritmo Sabroso-","Lisa Ono",2005-08-19,199973,64,false,sjengelbretson2005,2025-02-14T16:47:28Z,"bossa nova,bolero","EMI MUSIC JAPAN INC.",0.913,0.29,0,-13.444,0,0.0504,0.738,0.00389,0.0949,0.804,113.047,4
spotify:track:4c9V0IOxEas5pagbpKbV7n,"Generate Utopia","You Like Music","death's dynamic shroud;dj galen;galen tipton",2024-05-10,269000,27,false,sjengelbretson2005,2025-02-14T16:47:28Z,"vaporwave,plunderphonics,idm,hyperpop","Ghost Diamond",0.674,0.978,1,-2.892,0,0.118,0.00809,0.165,0.0669,0.306,150.072,4
spotify:track:5xPFWA9a9cwnlywB7yPvxp,"･－･･ ･ － ･･ － －－･ －－－","Erased Tapes 20･･－－－0","･ ･－･ ･－ ･･･ ･ －･･",2021-08-06,434721,52,false,sjengelbretson2005,2025-02-14T16:47:28Z,"","Erased Tapes",0.392,0.201,4,-15.246,0,0.0312,0.808,0.384,0.112,0.126,144.909,3
spotify:track:6W1BLmVBxkqZwFQcORQLnv,"Tren Al Sur","Corazones","Los Prisioneros",1990-09-08,336933,72,false,sjengelbretson2005,2025-02-14T16:47:28Z,"latin rock,rock en español","EMI CHILE",0.675,0.67,9,-7.218,0,0.0514,0.00565,0.00673,0.0805,0.726,90.23,4
spotify:track:4oR2kX5BI50GBnQGRdRRsM,"Estrechez De Corazón","Coleccion Suprema","Los Prisioneros",2007-01-01,298226,65,false,sjengelbretson2005,2025-02-14T16:47:28Z,"latin rock,rock en español","Capitol Latin",0.656,0.781,8,-7.657,0,0.036,0.00661,0.00000757,0.0926,0.478,130.28,4
spotify:track:0AM98FToO4K1sV1Y6etoVU,"leafroller moth","march (norway spruce)","galen tipton",2021-03-08,240000,15,false,sjengelbretson2005,2025-02-14T16:47:28Z,"hyperpop","Galen Tipton",0.421,0.305,9,-7.868,0,0.0544,0.928,0.414,0.109,0.226,180.118,3
spotify:track:7Ki5lSXiRIIPZtA5NjcPZU,"OH YEAH ! ! !","OH YEAH ! ! !","Metaroom;dj galen;galen tipton",2025-01-03,189740,22,false,sjengelbretson2005,2025-02-14T16:47:28Z,"breakcore,speedcore,hyperpop","Galen Tipton",0.609,0.915,10,-6.867,0,0.163,0.00305,0.461,0.645,0.546,173.933,4
spotify:track:1zwz2q0Ga4DLsaiEx62xw2,"PAREIDO (feat. 鏡音リン)","あしたのあたし","EO;Kagamine Rin",2024-10-23,129608,2,false,sjengelbretson2005,2025-02-14T16:47:28Z,"vocaloid","KARENT",0.593,0.831,0,-4.262,1,0.0897,0.0723,0.227,0.167,0.679,127.931,4
