Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5nqwr7XXW7miMBvLtrWjHx,"Discotraxx","604","Ladytron",2022-04-21,230640,44,false,sjengelbretson2005,2026-01-09T08:38:43Z,"electroclash,alternative dance,synthpop","Nettwerk Music Group",0.533,0.896,6,-6.689,0,0.0764,0.000714,0.878,0.103,0.597,119.619,4
spotify:track:4rXxjHSAglOynjIF8Z34dx,"COCAINE NOSE","MUSIC","Playboi Carti",2025-03-14,151160,67,true,sjengelbretson2005,2026-01-09T08:38:43Z,"rage rap","AWGE/Interscope Records",0.573,0.701,1,-5.864,1,0.0936,0.0264,0.00000876,0.69,0.332,139.836,4
spotify:track:4d4Q4w9Jyo28f4h9iWFMnk,"Shanghai Night","Kleinkunst","Joost",2026-01-01,143708,53,true,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop","Joost Klein",0.865,0.928,1,-4.3,0,0.256,0.0329,0.00441,0.0486,0.899,155.997,4
spotify:track:5iv4rpCNuLnfnGWnPgx3Br,"Medellín","Kleinkunst","Joost;MCR-T",2026-01-01,148395,55,true,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop,miami bass","Joost Klein",0.905,0.885,1,-5.576,0,0.155,0.0352,0.00000165,0.0362,0.904,130.997,4
spotify:track:5tHTQ1Ckk0TQuLgSL0xSef,"Tetetetete (Español)","Kleinkunst","Joost",2026-01-01,163312,51,false,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop","Joost Klein",0.671,0.922,1,-6.38,1,0.0383,0.103,0.000207,0.509,0.851,128.01,4
spotify:track:7h9mteAF6ZQDh7QsnI7JZT,"Latin Gabber","Kleinkunst","Joost;Vieze Asbak",2026-01-01,96533,57,false,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop,hard techno,techno,tekno,hardcore techno,hardcore","Joost Klein",0.726,0.931,7,-5.652,1,0.295,0.0811,0.00461,0.0284,0.832,162.996,4
spotify:track:0U8jgiGeWrvRlntaTuBF01,"enjoy the ride","Kleinkunst","Joost;gladde paling",2026-01-01,158662,51,false,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop,drum and bass","Joost Klein",0.654,0.989,1,-5.696,0,0.137,0.111,0.035,0.422,0.392,160.064,4
spotify:track:0KtUUr0BZGfKcQDmoazEui,"Wtffff :P","Kleinkunst","Joost;I'm DMA",2026-01-01,150616,54,true,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop,tekno","Joost Klein",0.805,0.929,1,-6.761,1,0.125,0.0399,0.00385,0.662,0.844,170.072,4
spotify:track:5EwcKpcvOqr2jWQ6V43uxE,"Holanda 🇳🇱","Kleinkunst","Joost",2026-01-01,136000,50,false,sjengelbretson2005,2026-01-09T08:38:43Z,"gabber,europop","Joost Klein",0.761,0.875,11,-4.87,0,0.0637,0.00459,0.0845,0.0444,0.787,130.122,4
spotify:track:3tqNxzlByG77VqG9KAwV5l,"Transvestite","Even the Flies Won't Touch You","Rectal Hygienics",2013-06-07,234382,13,false,sjengelbretson2005,2026-01-09T08:38:43Z,"noise rock,sludge metal","Torn Light Records",0.129,0.216,3,-3.813,1,0.087,0.000366,0.529,0.324,0.117,75.898,4
spotify:track:5dVP4nIQXsCapaemdeUmHh,"Dilated","Even the Flies Won't Touch You","Rectal Hygienics",2013-06-07,227276,11,false,sjengelbretson2005,2026-01-09T08:38:43Z,"noise rock,sludge metal","Torn Light Records",0.152,0.969,9,-4.869,1,0.0903,0.0000398,0.766,0.0818,0.0344,144.654,4
spotify:track:04JWwzZR7r6U6XFy1KzVA4,"Rat Race","This Is All We Ever Get","SPACED",2024-03-22,113945,26,false,sjengelbretson2005,2026-01-09T08:38:43Z,"hardcore punk,hardcore","Revelation Records",0.541,0.901,2,-4.029,1,0.0479,0.000187,0.00833,0.28,0.594,95.035,4
spotify:track:0exSl8RLQhsR2IsXZwxgYx,"Uzis Akimbo","Weapon of Pleasure","World of Pleasure",2023-03-13,153363,32,true,sjengelbretson2005,2026-01-09T08:38:43Z,"hardcore,hardcore punk","DAZE",0.235,0.948,2,-5.174,1,0.155,0.00117,0.0095,0.311,0.207,83.228,4
spotify:track:2Zg6WSBu2S1MSDtE2mRInb,"Start Saving for Your Funeral","When All Became None","Coffinworm",2010-04-13,376720,16,false,sjengelbretson2005,2026-01-09T08:38:43Z,"sludge metal,drone metal,doom metal,stoner metal,drone","Profound Lore",0.153,0.903,6,-7.568,1,0.0606,0.0000109,0.615,0.251,0.228,142.274,4
spotify:track:1IKCW70Gc2gXw5XIE32ahV,"Deathless","Savage Masters","Zozobra",2013-04-02,161026,14,false,sjengelbretson2005,2026-01-09T08:38:43Z,"sludge metal,stoner metal,drone metal,stoner rock,doom metal,noise rock","Brutal Panda Records",0.327,0.991,1,-4.952,0,0.102,0.000015,0.866,0.233,0.0686,87.908,4
spotify:track:2igs0ijzZAXgrr5IJf1IuO,"Borrowed Love","The Best Of Bingoboys","Bingoboys",2008-04-08,275840,3,false,sjengelbretson2005,2026-01-09T08:38:43Z,"chicago house,eurodance","Rhino Atlantic",0.786,0.664,10,-13.469,0,0.0555,0.0991,0.000191,0.0466,0.912,108.193,4
spotify:track:0inSCXhWFREnomR3gcfMvp,"Peace of Mind","Color Of Music","Bingoboys",1994-01-26,277026,1,false,sjengelbretson2005,2026-01-09T08:38:43Z,"chicago house,eurodance","WM Germany",0.698,0.856,1,-7.887,0,0.0387,0.275,0.00162,0.396,0.883,90.993,4
spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,"Blue Monday","Substance","New Order",1987-08-17,449160,74,false,sjengelbretson2005,2026-01-09T08:38:43Z,"new wave,synthpop,post-punk,madchester","Rhino",0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,4
spotify:track:0rQBiEHF5bN4JtYvrBvjwH,"Black Lake","Vulnicura","Björk",2015-01-20,608766,30,false,sjengelbretson2005,2026-01-09T08:38:43Z,"art pop,trip hop","One Little Independent",0.152,0.223,3,-15.122,0,0.0419,0.441,0.000873,0.0848,0.0369,75.103,4
spotify:track:2EEinN4Zk8MUv4OQuLsTBj,"Age of Consent - 2015 Remaster","Power Corruption and Lies","New Order",1983-05-02,315333,65,false,sjengelbretson2005,2026-01-09T08:38:43Z,"new wave,synthpop,post-punk,madchester","Rhino",0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,4
spotify:track:5aRj6TIRELABhgVasaff5g,"Doctor Wu","Katy Lied","Steely Dan",1975-01-01,234640,46,false,sjengelbretson2005,2026-01-09T08:38:43Z,"yacht rock,classic rock","Geffen*",0.68,0.556,9,-10.619,0,0.039,0.295,0.00000179,0.0855,0.715,121.171,4
spotify:track:65orA4uL6HAdy9j9VeXxFC,"Pala Palli - From ""Kaduva""","Pala Palli (From ""Kaduva"")","Jakes Bejoy;Athul Narukara",2022-07-05,270157,0,false,sjengelbretson2005,2026-01-09T08:38:43Z,"malayalam pop,mollywood,malayalam hip hop","Magic Frames Music",0.766,0.754,6,-7.236,1,0.0625,0.103,0.0000204,0.087,0.52,122.001,4
spotify:track:7LQSSe4JrinUjQqk0rhEG8,"For You I Hold My Breath","Lullabies In A Glass Wilderness","Lalleshwari (Katie Jane Garside)",2007-12-17,227840,50,false,sjengelbretson2005,2026-01-09T08:39:34Z,"art pop,southern gothic","KJG",0.366,0.162,2,-15.74,1,0.0442,0.862,0.0000315,0.138,0.224,176.061,3
spotify:track:46HD4Fo4HDLHYoWyDtOuws,"12800","12800","Fight the Fight",2023-08-29,88000,25,false,sjengelbretson2005,2026-01-09T08:39:34Z,"groove metal","INDIE RECORDINGS",0.518,0.884,7,-8.265,0,0.0502,0.000278,0.797,0.3,0.241,107.526,3
spotify:track:5CJCWGClLZFvo0BcGsTpb8,"Crank It Up","Our Happy Hardcore","Scooter",1996-03-28,251146,23,false,sjengelbretson2005,2026-01-09T08:39:50Z,"happy hardcore,eurodance","Sheffield Tunes",0.595,0.771,1,-9.107,0,0.0346,0.0000594,0.473,0.245,0.0363,97.455,4
spotify:track:0Cnx6PGogxIE2RnDcnoeK8,"Ticks & Leeches","Lateralus","TOOL",2001-05-15,490248,57,false,sjengelbretson2005,2026-01-09T08:40:18Z,"progressive metal,alternative metal,progressive rock,metal","RCA Records Label",0.344,0.717,9,-9.427,1,0.0639,0.0000938,0.793,0.0663,0.276,99.073,4
spotify:track:3WtsQAngIkmcNeqVeK3fXQ,"In My Time of Need","Damnation","Opeth",2003-04-22,346733,54,false,sjengelbretson2005,2026-01-09T08:40:32Z,"progressive metal,progressive rock,metal,death metal,melodic death metal","Sony BMG Music Entertainment",0.471,0.604,4,-6.014,0,0.0286,0.00161,0.154,0.166,0.187,137.388,4
spotify:track:4uJSCrI7r0usNJ3aaHAuC6,"Windowpane","Damnation","Opeth",2003-04-22,464280,56,false,sjengelbretson2005,2026-01-09T08:40:39Z,"progressive metal,progressive rock,metal,death metal,melodic death metal","Sony BMG Music Entertainment",0.328,0.553,6,-6.252,1,0.0267,0.156,0.412,0.0985,0.322,159.959,4
spotify:track:6KuH3nAvDE4UuIz5geUQkA,"Heathen","Lonely People With Power","Deafheaven",2025-03-28,302600,50,false,sjengelbretson2005,2026-01-09T08:41:08Z,"black metal,shoegaze,post-rock","Roadrunner Records",0.136,0.804,2,-6.096,0,0.069,0.000259,0.971,0.11,0.309,146.964,4
spotify:track:2Zy0FTgJLDJXWvHzTcGIoy,"เจ็บนิด..นิด","Cheer Female","Ya Ya Ying",2001-07-31,202506,60,false,sjengelbretson2005,2026-01-12T21:40:11Z,"thai pop,t-pop,luk thung","GMM Music Public Company Limited",0.889,0.972,11,-3.162,0,0.0626,0.0244,0.184,0.3,0.962,135.964,4
spotify:track:5Lza3PRwBfT1INyE6wMLDq,"How to Dance","The Best Of Bingoboys","Bingoboys",2008-04-08,227466,27,false,sjengelbretson2005,2026-01-12T21:42:20Z,"chicago house,eurodance","Rhino Atlantic",0.78,0.909,7,-11.917,0,0.0506,0.111,0.00924,0.156,0.726,120.188,4
spotify:track:1cmvBuBe0DQIkizOhcm5wk,"An Echo a Stain","Vespertine","Björk",2001,244440,36,false,sjengelbretson2005,2026-01-12T22:17:10Z,"art pop,trip hop","Rhino/Elektra",0.542,0.519,2,-13.182,1,0.0617,0.59,0.147,0.182,0.0752,127.924,4
spotify:track:2ucY6ydbtoe4UYF8zHYiwi,"SHITTY MUSIC","SHITTY MUSIC","Vieze Asbak;SLVL",2025-11-28,160875,58,true,sjengelbretson2005,2026-01-13T22:35:39Z,"hard techno,techno,tekno,gabber,hardcore techno,hardcore,industrial","Vieze Asbak",0.681,0.984,1,-0.615,1,0.12,0.145,0.36,0.174,0.239,160.054,4
spotify:track:1RL2nvdVWSDXrmBIpdVgHr,"D.A.N.C.E/C.U.L.O [ STIM_TEK ]","D.A.N.C.E/C.U.L.O [ STIM_TEK ]","CONNIE",2025-11-20,136944,26,false,sjengelbretson2005,2026-01-14T01:06:21Z,"hyperpop","CONNIE",0.707,0.997,8,-2.213,1,0.0796,0.0000496,0.928,0.0568,0.966,170.027,4
spotify:track:5hokd9FpZOTtsOK9XW8sFD,"Only a Shadow","Midnight Cleaners","The Cleaners From Venus",1982,211720,54,false,sjengelbretson2005,2026-01-14T04:40:58Z,"jangle pop","Mr Mule",0.573,0.667,2,-6.146,0,0.0792,0.0511,0,0.169,0.306,135.533,4
spotify:track:2xq9cLlOPyLoi8kLlR4miz,"Cities In Dust","Tinderbox","Siouxsie and the Banshees",1986-04-21,231573,63,false,sjengelbretson2005,2026-01-14T04:41:08Z,"gothic rock,post-punk,deathrock,darkwave,new wave,cold wave","UMC (Universal Music Catalogue)",0.561,0.974,6,-5.178,1,0.113,0.0572,0,0.244,0.337,120.297,4
