Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0xIy8FcIz088Ec4dxslUtm,"Aquamarie Luvs Ecstasy","Fountain Baby","Amaarae",2023-06-09,278733,40,true,sjengelbretson2005,2024-10-11T19:14:07Z,"alté,afrobeats,afro r&b","Golden Angel/ Interscope Records",0.568,0.461,1,-10.24,0,0.0422,0.765,0.297,0.101,0.236,95.04,4
spotify:track:4uk9IiI4kzDqfOowW83SMl,"iseeghosts! [waitaminute]","iseeghosts! [waitaminute]","yaego;skrta",2024-09-25,213424,0,false,sjengelbretson2005,2024-10-11T19:14:13Z,"","HamSquad Records / high off seahorse",0.524,0.725,7,-11.336,0,0.164,0.000803,0.515,0.737,0.46,115.017,4
spotify:track:2OmBnJNU8POZJF7c1ljtXe,"Summer Groove","Summer Groove","Justin Jay;Mija",2024-09-27,193125,38,false,sjengelbretson2005,2024-10-11T19:14:18Z,"","Columbia/Club Heart Broken",0.772,0.973,5,-4.305,0,0.0504,0.000143,0.811,0.0548,0.836,140.011,4
spotify:track:7IlpTSHwOrnNCsBg7aTJSz,"Follow Me (Nobody Listens To Techno)","Follow Me (Nobody Listens To Techno)","Sunset Bros",2022-07-08,150000,14,false,sjengelbretson2005,2024-10-11T19:14:23Z,"aussie drill","TMRW Music",0.669,0.969,10,-2.425,1,0.0548,0.0641,0.00127,0.0877,0.806,136.046,4
spotify:track:3G6hxSp260RzGw4sOiDOQ3,"Case Of The Ex (Whatcha Gonna Do)","Fear Of Flying","Mýa",2000,236906,5,false,sjengelbretson2005,2024-10-11T19:14:29Z,"","Interscope",0.772,0.688,1,-4.715,0,0.0405,0.0548,0.0000979,0.0725,0.348,98,4
spotify:track:51wMNpAj6d3VEjjGsnnIYo,"Ride That Beat","Hot European Summer","DBBD;Miss Bashful",2023-05-12,247279,47,true,sjengelbretson2005,2024-10-11T19:14:35Z,"miami bass","Cream Team",0.734,0.668,2,-8.522,1,0.217,0.000882,0.305,0.0966,0.42,152.08,4
spotify:track:3pqvIzV7DIS9orbtKlHAal,"Muschi Muschi","SLUT BOPZ VOL. I","DBBD;Miss Bashful",2022-07-19,182474,47,true,sjengelbretson2005,2024-10-11T19:14:40Z,"miami bass","DBBD",0.758,0.839,11,-6.236,0,0.0572,0.000478,0.862,0.0783,0.86,150.034,4
spotify:track:5JxGIPcfHWiR4t5FoBUFFO,"Slut Commandments","Tootsie Pop","MCR-T;Miss Bashful",2023-06-16,173603,51,true,sjengelbretson2005,2024-10-11T19:14:45Z,"miami bass,gabber","Live From Earth",0.77,0.929,4,-6.544,1,0.204,0.00374,0.557,0.354,0.711,75.01,4
spotify:track:4PEAx0XsEwaV898ImNbwie,"Tex-Mex Shawty","SLUT BOPZ VOL. II","DBBD;Miss Bashful",2022-12-16,230526,23,true,sjengelbretson2005,2024-10-11T19:14:49Z,"miami bass","DBBD",0.721,0.755,2,-7.227,1,0.0433,0.00459,0.197,0.164,0.292,151.983,4
spotify:track:48XdHyHCtr0HlR7KHoYYA7,"La Favorita / Act II: Vien, Leonora","Bel Canto Arias","Gaetano Donizetti;Dmitri Hvorostovsky;Philharmonia Orchestra;Ion Marin",1994-01-01,361000,6,false,sjengelbretson2005,2024-10-11T19:14:55Z,"opera,classical,orchestral","Decca Music Group Ltd.",0.328,0.204,5,-18.466,1,0.0557,0.991,0.00566,0.0865,0.11,123.09,4
