Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0H2idlyIDxyotmpAJ2NUeh,"Higher Than Ever Before","Alchemy","Disclosure",2023-07-14,196598,44,false,sjengelbretson2005,2023-07-16T15:58:45Z,"house","Apollo Records",0.527,0.927,10,-6.096,1,0.07,0.0197,0.87,0.138,0.5,160.015,4
spotify:track:4O2pqaEaHXhSXFmcy7bNLV,"Wespennest - Edit","Wespennest","DJ Koze;Sophia Kennedy",2023-07-13,210243,0,false,sjengelbretson2005,2023-07-16T16:07:59Z,"art pop","Pampa Records",0.646,0.829,2,-7.534,0,0.033,0.0000937,0.517,0.0609,0.163,123.022,4
spotify:track:1UsPflAuWTNteFUPJAJe8E,"SCIENTISTS & ENGINEERS (feat. Future & Eryn Allen Kane)","MICHAEL","Killer Mike;André 3000;Eryn Allen Kane;Future",2023-06-16,253663,53,true,sjengelbretson2005,2023-07-16T16:25:40Z,"southern hip hop,alternative hip hop,neo soul,rap","Loma Vista Recordings",0.522,0.725,5,-7.259,0,0.306,0.688,0,0.224,0.495,140.225,4
spotify:track:2F869Vx93KD4Mtfnn1nOqH,"Bunny Is A Rider - Doss Remix","Bunny Is A Rider (Remix)","Caroline Polachek;Doss",2023-07-14,237109,26,false,sjengelbretson2005,2023-07-16T16:26:28Z,"art pop,hyperpop","Perpetual Novice",0.808,0.579,11,-7.607,0,0.0419,0.00101,0.162,0.138,0.384,129.964,4
spotify:track:4HISFDmENrT1reZ5nMUe4l,"R e s e n t m e n t","R e s e n t m e n t","PARTYNEXTDOOR",2023-07-07,224187,59,false,sjengelbretson2005,2023-07-16T16:49:35Z,"dark r&b,r&b,trap soul","OVO Sound",0.505,0.227,5,-15.534,1,0.0399,0.62,0.0283,0.121,0.328,93.843,4
spotify:track:2yOm4lN7aTygtXanJFNFWU,"Any Time, Any Place","Janet","Janet Jackson",1993-05-18,428200,62,false,sjengelbretson2005,2023-07-17T21:16:12Z,"new jack swing","Virgin Records",0.571,0.232,10,-11.309,1,0.0699,0.604,0.000246,0.119,0.207,128.785,4
spotify:track:6x53SJOV1PAZ8ZUwH4NFXQ,"Knockin' da Boots","Fever for da Flavor","H-Town",1993-01-28,330945,62,false,sjengelbretson2005,2023-07-17T21:45:54Z,"quiet storm,new jack swing,r&b","H-TOWN MUSIC INC.",0.726,0.501,1,-13.884,0,0.154,0.155,0,0.0893,0.582,128.099,4
spotify:track:7IX2e7pEShera9T1QIMvi7,"Baby I'm-a Want You","Baby I'm-a Want You","Bread",1972,150706,67,false,sjengelbretson2005,2023-07-17T21:53:20Z,"soft rock,yacht rock","Elektra Records",0.613,0.289,8,-16.529,1,0.0305,0.743,0.00000157,0.0617,0.553,144.188,4
spotify:track:52VIdyKqp1pJRSyUQaxKUA,"Everything I Own","Baby I'm-a Want You","Bread",1972,187000,75,false,sjengelbretson2005,2023-07-17T21:53:46Z,"soft rock,yacht rock","Elektra Records",0.365,0.338,2,-13.406,1,0.0322,0.735,0,0.104,0.446,79.241,4
spotify:track:0aREJ5Ggw1c1xJ3EUsaxzG,"Damita Jo","Damita Jo","Janet Jackson",2004-01-01,165573,30,true,sjengelbretson2005,2023-07-17T21:57:39Z,"new jack swing","Virgin Records",0.811,0.693,11,-5.816,0,0.169,0.138,0.0000426,0.353,0.675,93.053,4
spotify:track:07OzC5JlcaDwEkzWmvqp6y,"Nasty","Control","Janet Jackson",1986-02-04,243133,53,false,sjengelbretson2005,2023-07-17T23:45:37Z,"new jack swing","A&M",0.839,0.89,1,-11.697,0,0.0628,0.452,0.0224,0.0866,0.575,103.652,4
spotify:track:3iCbTmcXnKlRZCdaYOukxq,"Love Ballad","Love To The World","L.T.D.",1976-01-01,275226,59,false,sjengelbretson2005,2023-07-18T01:39:15Z,"quiet storm,classic soul","A&M",0.602,0.385,6,-14.81,0,0.0385,0.449,0.000111,0.0803,0.354,77.697,4
spotify:track:3w0pyHgJJW9JN0cJxmi33Z,"Always and Forever","Too Hot to Handle (Expanded Edition)","Heatwave",1977-06-27,377106,54,false,sjengelbretson2005,2023-07-18T01:39:16Z,"disco,funk","Sony Music CG",0.333,0.156,2,-17.574,1,0.0335,0.286,0.0000232,0.151,0.195,71.441,3
spotify:track:1iXtpeHC0i6c7JBrKi3yaq,"Use Your Heart","New Beginning","SWV",1996-04-23,289000,60,false,sjengelbretson2005,2023-07-18T01:44:09Z,"new jack swing,r&b","RCA Records Label",0.623,0.479,9,-8.457,1,0.0389,0.17,0.00561,0.341,0.602,73.968,4
spotify:track:1c5KZhtOAOH7eFOlBekNhS,"I Like It","All This Love","DeBarge",1982-04-28,279400,65,false,sjengelbretson2005,2023-07-18T01:48:47Z,"quiet storm","UNI/MOTOWN",0.675,0.732,9,-4.5,1,0.0443,0.452,0.0000184,0.201,0.83,175.01,4
spotify:track:6xp1u6ZEHXX8DxJIFFrVoP,"Little Things x Gypsy Woman - L BEATS MASHUP","Little Things x Gypsy Woman (L BEATS MASHUP)","Jorja Smith",2023-06-30,131000,66,false,sjengelbretson2005,2023-07-18T02:34:36Z,"","FAMM",0.644,0.879,6,-5.204,0,0.0761,0.00423,0.00000691,0.286,0.808,126.935,4
spotify:track:6htWGNhskc5f0Xke88Vn5z,"Turn Your Phone Off","Turn Your Phone Off","PinkPantheress;Destroy Lonely",2023-07-14,176160,55,false,sjengelbretson2005,2023-07-18T02:35:42Z,"bedroom pop,rage rap","Warner Records",0.665,0.633,6,-9.163,1,0.0504,0.00199,0.392,0.0795,0.577,174.775,4
spotify:track:0lvOUYM0NzbzOI856TUHMM,"I've Been In Love","I've Been In Love","Jungle;Channel Tres",2023-06-20,169472,0,true,sjengelbretson2005,2023-07-18T02:37:27Z,"hip house","Caiola Records",0.679,0.506,9,-9.497,0,0.0671,0.421,0.00216,0.434,0.588,114.967,4
