Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0H7Wdgn1C7vFy4z0o2kBUZ,"japan","japan","Yot Club",2019-03-28,174935,60,false,sjengelbretson2005,2023-05-04T15:47:05Z,"bedroom pop","Yot Club and Many Hats Distribution",0.639,0.82,5,-6.782,1,0.0448,0.086,0.939,0.207,0.369,165.895,4
spotify:track:4v20N4W83XDJORt7WCedII,"GLOWED UP","99.9%","KAYTRANADA;Anderson .Paak",2016-05-06,298026,49,true,sjengelbretson2005,2023-05-04T15:47:12Z,"","XL Recordings",0.678,0.62,1,-10.024,1,0.321,0.036,0.00557,0.138,0.433,135.553,4
spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53/66","Shakira: Bzrp Music Sessions, Vol. 53/66","Bizarrap;Shakira",2023-01-11,214945,77,false,sjengelbretson2005,2023-05-04T15:47:18Z,"argentine trap,trap latino,urbano latino,latin pop","DALE PLAY Records",0.842,0.745,2,-4.231,0,0.0399,0.281,0.0000261,0.118,0.53,122.06,4
spotify:track:3OtMnyUaiipcAT23A8liyi,"Swish Swish","Witness (Deluxe)","Katy Perry;Nicki Minaj",2017-06-09,242520,64,true,sjengelbretson2005,2023-05-04T15:47:24Z,"pop","Capitol Records (CAP)",0.838,0.705,5,-5.201,0,0.0449,0.0184,0.0000182,0.102,0.583,119.953,4
spotify:track:2rBBhFXtuMoGuwYTSDpAdF,"Don't Leave Me This Way","The Best Of","Thelma Houston",1998-01-01,217733,55,false,sjengelbretson2005,2023-05-04T15:48:13Z,"motown,disco","UNI/MOTOWN",0.553,0.839,0,-5.844,0,0.116,0.153,0.00006,0.13,0.673,121.819,4
spotify:track:65kk9CAAqFI3LWBEhUwVqd,"FIND YOUR WAY BACK","The Lion King: The Gift","Beyoncé",2019-07-19,162353,52,false,sjengelbretson2005,2023-05-04T16:01:00Z,"","Parkwood Entertainment/Columbia",0.672,0.696,4,-6.693,0,0.177,0.2,0.0275,0.0736,0.642,118.742,4
spotify:track:2kfQtKzTUs9PYJUnXpAnfr,"Mandolay","Latin Disco","La Flavour",2001-01-01,374960,0,false,sjengelbretson2005,2023-05-04T18:16:36Z,"hi-nrg,freestyle,disco","Thump Records (TH1)",0.867,0.751,4,-10.626,0,0.0453,0.00375,0.425,0.0721,0.982,134.45,4
spotify:track:4jvjrYKDEGMP3Xu3cCXtAN,"FaceTime","Soft Landing","billy woods;Kenny Segal;Samuel T. Herring",2023-05-03,212147,5,false,sjengelbretson2005,2023-05-05T15:00:18Z,"experimental hip hop,alternative hip hop,east coast hip hop,experimental,jazz rap","Backwoodz Studioz",0.598,0.821,6,-7.338,0,0.239,0.0789,0,0.331,0.577,139.198,4
spotify:track:451acSEXA7pfbMKXoC6vJX,"FreakyT (feat. Latto) - Remix","FreakyT (feat. Latto) [Remix]","TiaCorine;Latto",2023-04-21,149384,0,true,sjengelbretson2005,2023-05-05T15:06:55Z,"","South Coast Music Group, LLC",0.799,0.459,10,-8.715,0,0.202,0.269,0.00000446,0.113,0.349,142.962,4
spotify:track:77AuoSrgXRwnecOPEtYICh,"Johnny cash hurt type beat","Smile Please","Dean Blunt",2023-04-20,159625,43,false,sjengelbretson2005,2023-05-05T15:07:11Z,"","WORLD MUSIC",0.433,0.585,5,-8.524,1,0.0384,0.247,0.0826,0.114,0.304,146.015,4
spotify:track:5kBBVaQUEisiw5AHIGbRn4,"atomic","atomic","Aziya",2023-04-14,169190,49,false,sjengelbretson2005,2023-05-05T15:17:24Z,"","Lab Records",0.597,0.69,8,-9.195,0,0.0302,0.0151,0.0975,0.256,0.383,152.031,4
