Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1i7OHkQmqTBHfSVCeWXaaU,"Memento Mori","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,169333,34,false,sjengelbretson2005,2021-04-29T18:02:36Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.434,0.52,11,-12.584,0,0.0586,0.929,0.00105,0.123,0.339,141.422,4
spotify:track:0vjnLqEwVxEyFhaS9MVVoe,"Song for a Guilty Sadist","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,143453,34,false,sjengelbretson2005,2021-04-29T18:21:07Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.501,0.36,7,-15.359,1,0.1,0.904,0.00000376,0.118,0.411,152.286,4
spotify:track:4qvHA882fJyA5XhMF8sDhy,"It's Ok I Wouldn't Remember Me Either","Narcissist on the Verge of a Nervous Breakdown","Crywank",2012-04-01,184189,43,false,sjengelbretson2005,2021-04-29T18:21:10Z,"anti-folk,midwest emo,folk punk","Crywank",0.535,0.0336,7,-26.102,1,0.0615,0.87,0.000698,0.111,0.136,136.547,4
spotify:track:6gnveYzJf52Ob4NUXFhtJp,"I Am Shit","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,128666,29,true,sjengelbretson2005,2021-04-29T18:22:45Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.578,0.598,9,-12.085,1,0.0323,0.796,0.00000436,0.131,0.765,154.391,4
spotify:track:6Xy8Dp7NtLJFzd5iUXBFd7,"Welcome to Castle Irwell","James Is Going to Die Soon","Crywank",2010-09-01,134191,38,false,sjengelbretson2005,2021-04-29T18:35:17Z,"anti-folk,midwest emo,folk punk","Crywank",0.462,0.192,11,-14.549,1,0.113,0.867,0,0.105,0.149,84.985,4
spotify:track:3IG3TzpUsa5u5Rwq7yob0B,"I Am a Familiar Creak in Your Floorboards","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,93186,26,false,sjengelbretson2005,2021-04-29T18:35:27Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.455,0.937,7,-10.724,1,0.0949,0.822,0.00368,0.168,0.301,149.401,4
spotify:track:01YZhxwFTKqTEiH5HnAgJX,"Leech Boy","Tomorrow Is Nearly Yesterday and Everyday Is Stupid","Crywank",2015-09-25,245133,24,false,sjengelbretson2005,2021-04-29T18:35:42Z,"anti-folk,midwest emo,folk punk","Mutant League Records",0.723,0.304,7,-14.893,1,0.194,0.902,0.00000349,0.11,0.375,115.208,4
spotify:track:08ZFO4ONTelCXs1Q5YRMcW,"nothing else i could do","nothing else i could do","ella jane",2020-07-16,170000,0,false,sjengelbretson2005,2021-04-30T12:30:16Z,"","ella jane",0.788,0.545,3,-7.647,1,0.0487,0.475,0.0138,0.134,0.583,119.948,4
spotify:track:0fvcjRDjfFrYbPpWrxsvcV,"Smoke Gets in Your Eyes","The Great Pretender","The Platters",2020-06-17,157753,0,false,sjengelbretson2005,2021-04-30T21:54:53Z,"doo-wop","swing stars productions",0.296,0.197,3,-13.681,1,0.0295,0.788,0,0.473,0.288,112.313,4
spotify:track:2HyPrPSANTIPkR6CfiytwY,"Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood)","Day By Night (with Paul Weston & His Music From Hollywood)","Doris Day;Paul Weston And His Orchestra",1957-11-11,223373,58,false,sjengelbretson2005,2021-04-30T21:55:56Z,"adult standards,big band","Columbia/Legacy",0.386,0.125,0,-17.695,1,0.0394,0.921,0.00000642,0.0919,0.254,147.721,4
spotify:track:6eLL7QTdMWdhhG4i3jHDR9,"Crying","Crying","Roy Orbison",1962-01-01,168455,58,false,sjengelbretson2005,2021-04-30T21:56:37Z,"rockabilly","Columbia Nashville Legacy",0.35,0.293,2,-9.502,1,0.0258,0.758,0.00000821,0.104,0.162,96.685,4
spotify:track:7GHf8dQ2wA71wYOuRsQCZP,"Rhythm of the Rain","Rhythm Of The Rain","The Cascades",1963,146360,65,false,sjengelbretson2005,2021-04-30T21:56:45Z,"doo-wop","Rhino/Warner Records",0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,4
spotify:track:6bnFjTW3EnMG4BwreDnSHK,"Mr. Blue","Come Softly To Me: The Very Best Of The Fleetwoods","The Fleetwoods",1993-01-01,145133,50,false,sjengelbretson2005,2021-04-30T21:56:56Z,"doo-wop,adult standards","Capitol Records",0.374,0.0889,4,-17.475,1,0.0356,0.931,0.00000688,0.111,0.211,96.677,4
